id,username,text,text_clean,label
125,Andi Refandi sukses,"Sebenarnya pemerintah harus memberi aturan bahwa pom bensin suruh tutup agar masyarakat gak bisa kemana mana .dikarenakan virus ya sedang melanda Indonesia, saya rasa ini baru efektif untuk mengurangi angka penyebaran covid19",benar pemerintah harus beri pemerintah bahwa pom bensin suruh tutup masyarakat tidak bisa mana mana karena virus sedang landa indonesia rasa baru efektif kurang angka sebar covid,positif
126,Taufik rcm,pemerintah indonesia Ga serius urusin corona... Terlalu santai dan anggap sepele... ,pemerintah indonesia tidak serius urusin corona terlalu santai anggap sepele,negatif
127,Arif Sasmitra,"Ada hikmah yg baik,, tp jg skaligus peringatan dr Allah. InsyaAllah
Mungkin selain terapkan langkah2 dari pemerintah, jg mematuhi peraturan"" dr( agama) Allah. Bertaubat, Senantiasa berwudhu, Terapkan hidup bersih serta penting memakai masker. ",ada hikmah baik sekaligus ingat mungkin terap langkah pemerintah patuh atur agama taubat senantiasa berwudhu terap hidup bersih serta penting pakai masker,positif
128,Heru Setiawan,"saya ada ide untuk pemerintah mengerahkan petugas puskesmas berkeliling kampung memeriksa warganya, dengan alat tes suhu tubuh, dan bila ada warga yang terindikasi segera diambil sampel darahnya untuk diperiksa dengan alat repid tes di labotarium. Sehingga kematian dan penularan cepat dicegah.",ada ide pemerintah kerah tugas puskesmas keliling kampung periksa warga alat tes suhu tubuh bila ada warga indikasi segera ambil sampel darah periksa alat rapid tes laboratorium sehingga mati tular cepat cegah,positif
129,Yan Adihendrawan,sampai detik ini tidak ada ketegasan dari presiden dan pemerintah indo sama sekali.,sampai detik tidak ada tegas presiden pemerintah indonesia sama sekali,negatif
130,eny sinarrizki,ribet banget aturan pemerintah,rumit atur pemerintah,negatif
131,Dudi Cnc,"Indonesia mungkin bisa lebih parah dari italy, soalnya indonesia penduduknya lebih banyak, turis asing masih bebas berseliweran ,pekerja, buruh pada masih beraktivitas, untuk penularan sangat pesat, masyarakat biar gimana pun pasti panik, yg kita hadapi virus yg mematikan ,bukan serangga kaya wereng...",indonesia mungkin bisa lebih parah italia soal indonesia duduk lebih banyak turis asing masih bebas seliwer kerja buruh masih aktivitas tular pesat masyarakat biar gimana pasti panik hadap virus mati bukan serangga kaya wereng,netral
132,Aco Fay,"Langkah bapak ketinggalan, negara lain sudah melangkah jauh, bapak masih duduk santai, giliran dah gini baru jalan...",langkah bapak tinggal negara sudah lang jauh bapak masih duduk santai gilir sudah gin baru jalan,negatif
133,Muhammad Andre,"Alhamdulillah di daerah saya belum ada yang terkena virus Corona, dan sekolah tidak dilburkan",daerah belum ada kena virus corona sekolah tidak libur,netral
134,GABER 17,"Korban trs bertambah pak.. bapak kerja nya apa sih, bego banget jadi presiden",korban tambah pak bapak kerja bego jadi presiden,negatif
135,Afifa Abyan,Stupid pemerintah indonesia ini,bodoh pemerintah indonesia,negatif
136,Rachma Lestari,"Stop migrasi tka dr cina ke sulawesi ato daerah manapun d indonesia, agar virus covid19 tidak semakin menyebar",henti migrasi tenaga kerja asing cina sulawesi daerah mana indonesia virus covid tidak makin sebar,positif
137,SERENADA RPRD,"Omong kosong dengan aturan pemerintah, gak berguna bagi rakyat miskin",omong kosong atur pemerintah tidak guna bagi rakyat miskin,negatif
138,Dennies Denis,Sya bingung SMA pemerintah. WNI dari cina mau pulang aja di karantina dulu. Tapi mengapa orang asing datang dengan selonong boy ke Indonesia. Contoh yg di wilayah Depok. Itukan asal nya tamu dari cina kenapa bisa langsung masuk ke Indonesia aneh.,bingung sama pemerintah warga negara indonesia cina mau pulang karantina dulu mengapa orang asing datang bebas indonesia contoh wilayah depok itu asal tamu cina bisa langsung masuk indonesia aneh,negatif
139,Masih Pelajar,semoga dengan lockdown indonesia segera bebas dari virus covid19 ini,moga lockdown indonesia segera bebas virus covid,positif
140,Riko master youtub,Gak usah banyak omong pak presiden terhormat ...kami mau tutup semua jalur udara dan jalur laut.. itu yg kami mau..,tidak perlu banyak omong pak presiden hormat mau tutup semua jalur udara jalur laut mau,negatif
141,Rajes Herman Aefea,Pemerintah perlu tegas menutup kunjungan bagi warga negara asing,pemerintah perlu tegas tutup kunjung bagi warga negara asing,positif
142,Desin monotia,"Ayo kita dukung pemerintah dalam mencegah penyebaran virus corona.  Jangan panik namun tetap waspada dan selalu berdoa,  ikuti nasehat dari pemerintah dan WHO",dukung pemerintah cegah sebar virus corona jangan panik tetap waspada selalu doa ikut nasihat pemerintah who,positif
143,MIB,"Lockdown 1 hari = kehilangan supply kebutuhan termasuk kebutuhan pokok untuk 14 hari (2 minggu).
Lockdown nya 10 hari = bisa pada kelaparan 5 bulan karena terputusnya pasokan kebutuhan pokok.",lockdown hari hilang suplai butuh masuk butuh pokok hari minggu lockdown hari bisa lapar bulan putus pasok butuh pokok,negatif
144,Ihsan Rosady,"pemerintah terlalu santai, gak tegas sama sekali",pemerintah terlalu santai tidak tegas sama sekali,negatif
145,Dodi Haryadi,Bandara tutup aja biar orang dari luar negeri gk masuk,bandara tutup biar orang luar negeri tidak masuk,positif
146,Gloria Yoshepine,"Pak Jokowi ini udah 96 orang dan belum di lockdown..
nunggu bapak2 terhormat semua kena virus corona baru indonesia di lockdown ",pak jokowi udah orang belum lockdown nunggu bapak hormat semua kena virus corona baru indonesia lockdown,negatif
147,eLtidary,"yang penting presiden itu harus merakyat, pro investasi & pancasilais.. corona mah bukan urusan saya.. Ambyar Rakyatmu pakde",penting presiden harus rakyat pro investasi pancasilais corona bukan urus ambyar rakyat jokowi,negatif
148,fahmi ami,"ini akibat militer mengisi jabatan disekitar presiden, jadi semua ditutup tutupi",akibat militer isi jabat sekitar presiden jadi semua tutup tutup,negatif
149,Oritama Zulfikar,Ga layak jadi pemimpin ga ada ketegasan untuk menyelamatkan warganya ,tidak layak jadi pimpin tidak ada tegas selamat warga,negatif
150,Indria Happy,"Pemerintah tidak mau ada kesalahan,  mereka tau yang terbaik yang dilakukan.",pemerintah tidak mau ada salah tahu baik laku,positif
151,009 Anindya Cinta Pertiwi,"gak akan selesai ini virus kalau slogan presiden nya saja santai, punya presiden kok bego, dasar psikopat",tidak selesai virus slogan presiden santai punya presiden bego dasar psikopat,negatif
152,Jimmy Vordick,Percuma lockdown kalau turis tetep masuk ,percuma lockdown turis tetap masuk,negatif
153,nisa cantik,pak presiden tutup aja semua penerbangan asing ke Indonesia tutup semua akses dari luar. baik yg dari laut maupun dari darat mumpung blm terlambat ,pak presiden tutup semua terbang asing indonesia tutup semua akses luar baik laut maupun darat mumpung belum lambat,positif
154,barbatos king,"Negara lain udah mulai lockdown ,presiden kita malah santai, lemah banget",negara udah mulai lockdown presiden malah santai lemah,negatif
155,Abud Geming abud,"presiden dan pemerintah indonesia Terlalu meremehkan virus ini, gak pikir kan keselamatan rakyatnya, kecewa",presiden pemerintah indonesia terlalu remeh virus tidak pikir selamat rakyat kecewa,negatif
156,Joyo Suryo,Lambat banget kerja pemerintah,lambat kerja pemerintah,negatif
157,Galang Pengging,"Tolong di tutup semua penerbangan khususnya penerbangan luar negeri, untuk mengurangi penyebaran covid19",tolong tutup semua terbang khusus terbang luar negeri kurang sebar covid,positif
158,Ridla yandhani,"pemerintah terlalu sibuk urusin pariwisata, warga nya mati kelaparan dan kena covid",pemerintah terlalu sibuk urusin pariwisata warga mati lapar kena covid,negatif
159,Aditya Juwan,"Pemerintah masih tetap ambil resiko, seharusnya kalo kondisi udah semakin banyak yg kena virus korona, dari awal seharusnya pemerintah karantina semua warga negara, jadi bukan cuma menjaga pintu 2x masuk, keluar negeri, tapi menutup semua pintu masuk dan keluar negeri.",pemerintah masih tetap ambil resiko harus kondisi udah makin banyak kena virus corona awal harus pemerintah karantina semua warga negara jadi bukan cuma jaga pintu masuk keluar negeri tutup semua pintu masuk keluar negeri,negatif
160,Navis Mohamad,"Serius baru ditangani ketika sudah ada yg tertular, dari awal pak harusnya yg dr negeri cina di waspadai jangan sampai masuk k Indonesia dulu..  Kalo udah kaya gini kan..  Baru keteteran",serius baru tangan ketika sudah ada tular awal pak harus negeri cina waspada jangan sampai masuk indonesia dulu udah kaya gin baru keteter,negatif
161,Titi Nurhayatus soleha,"Gimana mau sembuh dan selesai ini virus di indo kalau bandara masih buka, tutup dong biar ngga menular",gimana mau sembuh selesai virus indonesia bandara masih buka tutup biar tidak tular,negatif
162,ANANABAE CHANNEL,pemerintah sepertinya gak serius menghadapi virus covid19,pemerintah seperti tidak serius hadap virus covid,negatif
163,rifsep TEAM GARPU TALA,Jgn cuman cari untung doang cepet lockdown woi lemot amat ..,jangan cuma cari untung cepat lockdown woi lambat sekali,negatif
164,syahrul rezi,"Kecewa banget asli , gak nyangka pak jokowi se santai ini hadapi covid19",kecewa asli tidak nyangka pak jokowi santai hadap covid,negatif
165,Alimun Zaeed,"Kemarin saya ada gejala corona, awalnya blanja di toko cina, habis itu suhu badan naik, batuk, pilek,, saya pnya bpjs, tapi saya tak mau berobat ke dokter, kasian klo dokternya mati kena virus,, akhirnya minum wedang jahe, makan sayur buah pepaya, dan juga minum ultra flu,, 4 hari saya di karantina di kamar tidur sendiri,, sekarang sudah sehat bisa kerja ke sawah lagi",ada gejala corona awal belanja toko cina habis suhu badan naik batuk pilek punya bpjs tidak mau obat dokter kasihan dokter mati kena virus akhir minum wedang jahe makan sayur buah pepaya minum ultra flu hari karantina kamar tidur sendiri sekarang sudah sehat bisa kerja sawah,netral
166,Mery Chiang,"Mantap Pak, semoga lockdown bisa atasi wabah virus corona di indo...",mantap pak moga lockdown bisa atas wabah virus corona indonesia,positif
167,Hendri Pamujianto,"pemerintah indo terlalu Lamban, kecewa... harusnya di umumin daerah mna aja.. klo perlu di lockdown. ",pemerintah indonesia terlalu lamban kecewa harus umumin daerah mana perlu lockdown,negatif
168,Fajar Muhammad,"mau tanya, coba tolong tunjukan rontgen pasien covid 19, apakah ada hasil rontgennya? bukannya rontgen bisa mengetahui penyakitnya ataupun virus?",mau tanya coba tolong tunjuk rontgen pasien covid ada hasil rontgen bukan rontgen bisa tahu sakit virus,netral
169,Erhy Futsall,"Dana triliunan rupiah kemana semua?? aneh..� yg selalu salah rakyat, dasar pejabat stupid...",dana triliun rupiah mana semua aneh selalu salah rakyat dasar jabat bodoh,negatif
170,Warsin Pratama,"Penyebaran kovid 19 hoak gak bakalan hilang dan terus berlanjut ,karna saya mimpi sedunia yg memuja dajal",sebar covid berita bohong tidak bakal hilang lanjut mimpi dunia puja setan,negatif
171,Kay Bee,Sebentar lg mgkn testernya pak,sebentar mungkin tester pak,netral
172,Pro Master,Doakan yg terbaik untuk negara ini. Amin. Indonesia semakin maju dan sejahtera. Amin,doa baik negara indonesia makin maju sejahtera,netral
173,Silvianti Malela Rizkiyah,"Dari dulu, mestinya pelayanan kesehatan memang harus di perhatikan dan di perbaiki. Bukan hanya karena pandemi. Kecolongan sekarang kan, jadinya.",dulu mesti layan sehat harus perhati baik bukan hanya pandemi colong sekarang jadi,negatif
174,R1SK1-:,Semoga aku gk di suntik Takut,moga tidak suntik takut,netral
175,STREWZ Ewong,di indo org sakit nya beda di bilang sakit covid lucu ini Indonesia. pembohong semua ini oknum,indonesia orang sakit beda bilang sakit covid lucu indonesia bohong semua oknum,negatif
176,hajijah ijah,"berantas saja dulu itu oknum2 yang meng covid kan pasien bukan covid, jangan tutup mata kalian, laknat kalian yang membuat kebohongan dan yang memalsukan data2 covid",berantas dulu oknum nyata covid pasien bukan covid jangan tutup mata laknat buat bohong palsu data covid,negatif
177,Bagas Setya,Jangan beritakan corona supaya corona di indonesia nol /tidak. ada. gampang kan,jangan berita corona supaya corona indonesia nol tidak ada gampang,negatif
178,Ali Said,Setiap rumah sakit harus di pantau juga takut tidak kena covit bilang covit bangkrut negara tolong ini harus di perhatikan,tiap rumah sakit harus pantau takut tidak kena covid bilang covid bangkrut negara tolong harus perhati,netral
179,Nuri Wibi,Bohong doang rumah sakitnya....,bohong rumah sakit,negatif
180,bardi dhiaz,Lebih baik melawan covid dengan banyak makan bergizi dan bervitamin serta banyak bergerak biar berkeringat...,lebih baik lawan covid banyak makan gizi vitamin serta banyak gerak biar keringat,netral
181,bardi dhiaz,"percuma pakai masker kalau asupan gizi tidak ada, sama saja bohong",percuma pakai masker asupan gizi tidak ada sama bohong,negatif
182,Imron Zhico,Dah lah gue males sama penanganan nya banyak cara namun sama saja tetep menyebar intinya tong kosong nyaring bunyinya,sudah malas sama tangan banyak cara sama tetap sebar inti tong kosong nyaring bunyi,negatif
183,AlexKudabesi AlexKudabesi,"gak kenal covid gw, gw butuh pekerjaan tod",tidak kenal covid butuh kerja tod,negatif
184,Mahmud Amud,Gimana engga mau selesai sakit apa aja dibilang corona.,gimana engga mau selesai sakit bilang corona,negatif
185,Agni Baharudin F,Bau Bau Cocot terus,bau bau bohong,negatif
186,Yahya Awezome,"Sebentar lagi puasa, sebentar lagi lebaran... Akankah suasananya begini lagi masihkah diganggu oleh covid-19",sebentar puasa sebentar lebaran akan suasana begini masih ganggu covid,netral
187,Cong Berong,"sebenarnya media ini yang buat pemerintah jelek di mata masyarakat, memberi berita yang tidak jelas sumbernya",benar media buat pemerintah jelek mata masyarakat beri berita tidak jelas sumber,netral
188,alam desa,"Yang masih banyak terjadi, mengcovidkan orang yang meninggal. Jadi banyak keluarga yang gak terima, dan makin bodoh amat dengan covid,... Yang terjadi orang sakit parah takut ke rs, takut periksa, karena dikit2 covid, ada juga dia jelas covid tapi karena gk pernah periksa 1 keluarga meninggal semua.... Ini terus terjadi dari dulu... Kok baru sekarang memperbaki....",masih banyak jadi nyata covid orang tinggal jadi banyak keluarga tidak terima makin bodoh sekali covid jadi orang sakit parah takut rumah sakit takut periksa sedikit covid ada jelas covid tidak pernah periksa keluarga tinggal semua jadi dulu baru sekarang baik,negatif
189,Scooter INDEPENDEN,"Masukan Masyarakat tidak di dengar sama pemerintah, jadi ya sudah kita juga masyarakat tidak mau patuh arahan pemerintah",masuk masyarakat tidak dengar sama pemerintah jadi sudah masyarakat tidak mau patuh arah pemerintah,negatif
190,Violla Metalia,Bencana apapun di indonesia selalu di manfaatkan pemerintah. Kan kesempatan dana cair,bencana apa indonesia selalu manfaat pemerintah sempat dana alir,negatif
191,jordan,Corona itu ga ada gw ga percaya,corona tidak ada tidak percaya,negatif
192,Satrio Elang,Semoga Corona cepat berakhir,moga corona cepat akhir,netral
193,Ibnu Uhuy,CORONA DI INDO MAKIN PARAH,corona indonesia makin parah,netral
194,esha natasya,"Corona yg besar beritanya,,, corona jadi ajang unjuk kekuatan yg punya kekuasaan dan jabatan,,",corona besar berita corona jadi ajang unjuk kuat punya kuasa jabat,negatif
195,Abu Solichin,"Ada yg salah sepertinya pak dalam penanganan covid ini, dana yg cukup besar terserap di rmh sakit dan pemakaman.",ada salah seperti pak tangan covid dana cukup besar serap rumah sakit makam,negatif
196,Jaki Saputra,"padahal pemerintah udah berusaha yang terbaik, tapi sikap masyarakat nya tdk disiplin",pemerintah udah usaha baik sikap masyarakat tidak disiplin,positif
